prop_no,parcel_id,owner_name,legal_description,subdivision,address,city,zip_code,land_sqft,property_type,minimum_bid,resale_costs_fees,notes,page_number,source_notes
1337,98412-84-12-02870,Unknown,BEG 1320N & 576W SECR SE NW TH E245 S110 W245 N110 TO BEG SEC 12 18 14,UNPLATTED,315 N 14 ST E,CITY OF BROKEN ARROW,,"26,571",R IMP,"6,982.63",332.25,,169,"PDF page 169, property #1337"
1338,98421-84-21-49610,Unknown,PRT SE BEG 1305W SECR SE TH W5 N495 E5 S495 POB SEC 21 18 14 .057AC,UNPLATTED,ADDRESS UNKNOWN,CITY OF BROKEN ARROW,,"2,475",R,14.66,302.25,,169,"PDF page 169, property #1338"
1339,98424-84-24-14080,Unknown,"PRT NE BEG 604.59S NEC NE TH W317.5 S150 E317.5 N150 POB LESS E50 THEREOF SEC 24 18 14  .92AC UNPLATTED 9210 S 193 AV E TULSA COUNTY 40,125 R    HS IMP 13,850.83 411.00 1340 98434-84-34-00350 PRT NE NE BEG 434E & 50S NEC THEREOF TH S295.52 SE80.07 SW71.80 S66.99 SE156.83 S15 W357.53 N385.07 E127.44 N52.63 CRV RT 104.96 N76.80 E61.02 POB SEC 34 18 14 2.619ACS",UNPLATTED,ADDRESS UNKNOWN,CITY OF BROKEN ARROW,,"114,085",A,"5,186.14",286.50,,169,"PDF page 169, property #1339"
1330,98401-84-01-67500,Unknown,S33 W120 GOV LT 2  SEC 1 18 14   .091AC,UNPLATTED,ADDRESS UNKNOWN,CITY OF BROKEN ARROW,,"3,960",R,14.66,270.75,,170,"PDF page 170, property #1330"
1331,98402-84-02-01780,Unknown,PRT SW SW BEG 790N & 220E SWC SW TH E100 N140 W100 S140 POB SEC 2 18 14  .32AC,UNPLATTED,600 W LANSING ST N,CITY OF BROKEN ARROW,,"14,000",R IMP,"8,897.09",332.25,,170,"PDF page 170, property #1331"
1332,98402-84-02-01880,Unknown,BEG 600N & 200E SWC SW TH E130 N140 W130 S140 POB SEC 2 18 14 .42AC,UNPLATTED,605 W LANSING ST,CITY OF BROKEN ARROW,,"18,200",B HS IMP,"5,854.25",332.25,,170,"PDF page 170, property #1332"
1333,98402-84-02-52970,Unknown,BEG 600N & 330E SWC SW TH E60 N140 W60 S140 TO POB SEC 2 18 14 .193ACS,UNPLATTED,521 W LANSING ST N,CITY OF BROKEN ARROW,,"8,400",R IMP,"2,757.72",332.25,,170,"PDF page 170, property #1333"
1334,98404-84-04-04739,Unknown,PRT SW SW BEG APR 775.79E & 24.75N SWC SW TH N APR 35.25 E APR 505.54 S APR 35.25 W APR 505.54 POB SEC 4 18 14 .422AC,UNPLATTED,ADDRESS UNKNOWN,CITY OF BROKEN ARROW,,"18,382",C,7.33,302.25,,170,"PDF page 170, property #1334"
1335,98411-84-11-15300,Unknown,BEG 264W & 1079.7N OF SECR NE NW TH E150 N240.3 W150 S240.3 TO BEG LESS N50 FOR RD SEC 11 18 14 .655AC,UNPLATTED,835 N 1 ST,CITY OF BROKEN ARROW,,"28,545",C IMP,"28,676.42",316.50,,170,"PDF page 170, property #1335"
1324,98301-83-01-35700,Unknown,PRT SE NW BEG 1860.78S NEC NW TH S TO PT 505N SECR NW TH NW TO PT NE140.88 POB SEC 1 18 13 .37AC,UNPLATTED,ADDRESS UNKNOWN,CITY OF TULSA,,"16,117",R,14.66,286.50,,171,"PDF page 171, property #1324"
1325,98301-83-01-38320,Unknown,PRT NW BEG SECR NW TH N505 NW TO PT ON CRV EL BURNING TREE SLY TO SL NW E55.95 POB SEC 1 18 13   .23AC,UNPLATTED,ADDRESS UNKNOWN,CITY OF TULSA,,"10,018",R,14.66,302.25,,171,"PDF page 171, property #1325"
1326,98309-83-09-21358,Unknown,PRT NE SE BEG 974W & 517.02N & 169.73NE SECR NE SE TH NE90.25 SE10 SW90.25 NW10 POB SEC 9 18 13 .0207AC,UNPLATTED,ADDRESS UNKNOWN,CITY OF TULSA,,903,R,14.66,286.50,,171,"PDF page 171, property #1326"
1327,98325-83-25-27510,Unknown,PRT NW SE BEG 417.36S NWC NW SE TH SE98.17 W APR 73.96 N APR 65.01 POB SEC 25 18 13 .055AC,UNPLATTED,ADDRESS UNKNOWN,CITY OF BIXBY,,"2,614",R,14.66,286.50,,171,"PDF page 171, property #1327"
1328,98325-83-25-67380,Unknown,PRT SE BEG SECR LT 3 BLK 6 SOUTH COUNTRY ESTATES TH N83 E8.90 S83 W8.77 TO POB SEC 25 18 13 .017AC,UNPLATTED,ADDRESS UNKNOWN,CITY OF BIXBY,,733,R,7.33,302.25,,171,"PDF page 171, property #1328"
1329,98401-84-01-28010,Unknown,S33 GOV LT 3 LESS W123.14 THEREOF SEC 1 18 14 .908AC,UNPLATTED,ADDRESS UNKNOWN,CITY OF BROKEN ARROW,,"39,536",R,14.66,286.50,,171,"PDF page 171, property #1329"
1319,98210-82-10-52950,Unknown,BEG SWC S/2 NW TH N50 E638.83 NE441.17 SE204.41 NE135.70 SELY CRV LF 160.38 SELY CRV LF 101.02 SW329.61 W1185.25 POB SEC 10 18 12 6.003ACS,UNPLATTED,7377 S 26 AV W,CITY OF TULSA,,"261,491",R IMP,"97,156.95",348.00,,172,"PDF page 172, property #1319"
1320,98224-82-24-37060,Unknown,PRT NW SE BEG 197W NEC NW SE TH W234 SELY242 NLY124.87 LESS BEG 1519.61W & 105.21S NEC SE TH SW14.21 NW220.58 N4.49 E19.60 SE201.20 TO POB SEC 24 18 12  .278AC,UNPLATTED,919 W MAIN ST N,CITY OF JENKS,,"12,114",R HS IMP,"3,727.80",316.50,,172,"PDF page 172, property #1320"
1321,98225-82-25-36030,Unknown,PRT NW SW BEG 800S & 50E NWC SW TH E842 S528.59 W817.03 N181 NW103.08 N240.6 POB SEC 25 18 12 10.02ACS,UNPLATTED,10607 S ELWOOD AV W,CITY OF JENKS,,"436,471",R IMP,"5,782.95",332.25,,172,"PDF page 172, property #1321"
1322,98227-82-27-41510,Unknown,PRT SW BEG 789.56W SECR SW TH W APR 22.50 N APR 1649.71 E APR 352.06 S APR 19.86 W329.56 S1629.84 POB SEC 27 18 12 1.001ACS,UNPLATTED,ADDRESS UNKNOWN,CITY OF JENKS,,"43,560",R,14.66,286.50,,172,"PDF page 172, property #1322"
1323,98236-82-36-25605,Unknown,PRT NW NW BEG 450W & 420S NEC NW NW TH W210 N5.14 E210 S5.14 POB SEC 36 18 12  .025AC,UNPLATTED,ADDRESS UNKNOWN,CITY OF JENKS,,"1,033",R,14.66,270.75,,172,"PDF page 172, property #1323"
1316,97434-74-34-37010,Unknown,"PRT E/2 SW BEG 331.03W SECR SW TH W330.52 N1316.43 E330.93 S1317 TO POB SEC 34 17 14 10.001ACS UNPLATTED 15165 E 181 ST S TULSA COUNTY 435,600 R    HS IMP 12,383.17 442.50 1317 98210-82-10-15720 NW SE SE SW LESS E25 & LESS N174 THEREOF SEC 10 18 12 1.092ACS",UNPLATTED,ADDRESS UNKNOWN,CITY OF TULSA,,"47,553",R,"6,599.34",302.25,,173,"PDF page 173, property #1316"
1318,98210-82-10-44200,Unknown,PRT NE NE BEG NEC NE TH S932.86 W50 NW449.9 NW656.46 N173 E857 POB LESS BEG NEC NE TH W192.6 SE180.5 S TO PT W288.18 SE449.9 E50 N932.86 POB SEC 10 18 12  8.66AC,UNPLATTED,S UNION AV W,CITY OF TULSA,,"377,281",C,"8,322.50",270.75,,173,"PDF page 173, property #1318"
1306,97305-73-05-28610,Unknown,W/2 SE LESS S35 FOR RD SEC 5 17 13 77.810 AC,UNPLATTED,ADDRESS UNKNOWN,CITY OF JENKS,,"3,389,387",R,"2,813.05",318.00,,174,"PDF page 174, property #1306"
1307,97305-73-05-44010,Unknown,S330 E660 S1568 E1322 SE LESS S35 FOR RD SEC 5 17 13  4.470ACS,UNPLATTED,ADDRESS UNKNOWN,CITY OF JENKS,,"194,700",R,"2,141.11",318.00,,174,"PDF page 174, property #1307"
1308,97309-73-09-31010,Unknown,BEG 330S NWC SEC S330 E660 N330 W660 POB SEC 9 17 13,UNPLATTED,ADDRESS UNKNOWN,CITY OF JENKS,,"217,800",R,106.65,333.75,,174,"PDF page 174, property #1308"
1309,97311-73-11-16660,Unknown,N144.5 W175 S264 W/2 NW NE LESS N25 & W25 THEREOF FOR RD SEC 11 17 13  .41AC,UNPLATTED,13315 S 73 AV E,CITY OF BIXBY,,"17,860",R HS IMP,"2,011.32",363.75,,174,"PDF page 174, property #1309"
1310,97325-73-25-41990,Unknown,BEG 247.50W OF NEC SW SW TH W5.5 SWLY805.95 SELY285.21 NELY834.83 POB SEC 25 17 13 3.23AC,UNPLATTED,16855 S MEMORIAL DR E,CITY OF BIXBY,,"111,078",R IMP,"10,337.63",348.00,,174,"PDF page 174, property #1310"
1304,96409-64-09-52210,Unknown,"W/2 SW SE SW SEC 9 16 14  5AC UNPLATTED 13323 E 201 ST S TULSA COUNTY 217,800 R MH 841.91 349.50 1305 97301-73-01-47270 BEG SWC NE SE TH E397.18 N330 W397.18 S330 TO POB SEC 1 17 13 3.008ACS",UNPLATTED,ADDRESS UNKNOWN,CITY OF BIXBY,,"131,116",R,"2,375.76",396.75,,175,"PDF page 175, property #1304"
1290,91408-14-08-13380,Unknown,"N/2 NW NE NW & N/2 NE NW NW LESS W570.4 & LESS E360 N/2 NW NE NW & LESS E60 FOR RD  & LESS N60 THEREOF FOR RD SEC 8 21 14  2.033ACS UNPLATTED 11702 E 116 ST N TULSA COUNTY 88,539 R    HS IMP 8,892.81 316.50 1291 91420-14-20-20530 BEG 1844.96N SWC SE TH E6.5 N TO NWC LT1 BLK1 LAKERIDGE FIRST ADD W TO W LN SE S TO POB SEC 20 21 14  .028ACS",UNPLATTED,ADDRESS UNKNOWN,CITY OF OWASSO,,"1,312",R,14.66,270.75,,176,"PDF page 176, property #1290"
1292,92224-22-24-13020,Unknown,"BEG 292N SECR NE TH W605 N430 E313 SE127 E255 S310 POB LESS E16.5 FOR RD SEC 24 22 12 5.102ACS UNPLATTED 15100 N PEORIA AV TULSA COUNTY 222,156 A    HS IMP 3,059.81 316.50 1293 92225-22-25-27460 S/2 S/2 SW NW LESS W50 THEREOF & LESS N25 E610 W660 THEREOF SEC 25 22 12 9.271ACS",UNPLATTED,14245 N CINCINNATI AV,CITY OF SKIATOOK,,"403,850",B MH IMP,"11,406.12",332.25,,176,"PDF page 176, property #1292"
1282,91316-13-16-07110,Unknown,"N 438 E 647 E/2 NE LESS BG NE COR S 45 SW 362.2 SW 287.3 N 83 E 647 BG SEC  16-21-13  5.91 AC UNPLATTED 10526 N YALE AV E TULSA COUNTY 257,440 A MH    IMP 2,096.61 348.00 1283 91324-13-24-00150 TR BEG 2632.81S NEC NE TH W659.98 S7 E TO PT ON SECR NE N POB SEC 24 21 13 .079AC",UNPLATTED,ADDRESS UNKNOWN,CITY OF OWASSO,,"3,462",R,14.66,286.50,,177,"PDF page 177, property #1282"
1259,90327-03-27-26880,Unknown,BG 46.95N SWC NW NW SW TH E111.25 NELY205.31 NWLY218.53 S245.05 POB SEC 27 20 13  .815AC,UNPLATTED,2011 N YALE AV E,CITY OF TULSA,,"35,483",C IMP,"3,120.35",411.00,,179,"PDF page 179, property #1259"
1260,90329-03-29-41780,Unknown,TR IN SE BEG 160.5W & 50N SECR SE TH N105.5 E110.5 S TO PT OF CRV RT SWLY ALG CRV TO PT W POB SEC 29 20 13 .251ACS,UNPLATTED,1504 N HARVARD AV E,CITY OF TULSA,,"10,954",C IMP,"6,614.00",316.50,,179,"PDF page 179, property #1260"
1261,90330-03-30-22140,Unknown,W 60 N 150 S 340 W/2 W/2 NW NE NE  SEC 30 20 13,UNPLATTED,2049 E ZION ST N,CITY OF TULSA,,"9,000",R IMP,"3,437.65",348.00,,179,"PDF page 179, property #1261"
1262,90334-03-34-20510,Unknown,BEG 50W & 300S NEC NW TH S300 E22.43 TO PT ON WL RR ROW NWLY APPROX 300.19 W POB SEC 34 20 13 .117AC,UNPLATTED,ADDRESS UNKNOWN,CITY OF TULSA,,"5,106",C,7.33,318.00,,179,"PDF page 179, property #1262"
1263,90404-04-04-64010,Unknown,"BEG 656 N & 1323.32 W SEC SE TH N 660 W 330.83 S 660 E 330.83 TO BEG  SEC 4 20 14 UNPLATTED 14025 E 58 ST N TULSA COUNTY 218,236 R 3,715.23 348.00 1264 90409-04-09-36590 E20 NW NE NE SEC 9 20 14  .3AC",UNPLATTED,ADDRESS UNKNOWN,CITY OF TULSA,,"13,200",R,14.66,286.50,,179,"PDF page 179, property #1263"
1247,90226-02-26-11050,Unknown,BEG 133S NWC SW NE SE TH S30 E166.9 N163 W74.9 S133 W92 TO BEG LESS STS SEC 26 20 12,UNPLATTED,ADDRESS UNKNOWN,CITY OF TULSA,,"14,969",R,586.60,381.00,,180,"PDF page 180, property #1247"
1250,90306-03-06-46920,Unknown,"PRT N/2 SW SE BEG NWC TH E700 S330 W700 N330 LESS W30 FOR RD THEREOF SEC 6 20 13  5.07ACS UNPLATTED ADDRESS UNKNOWN TULSA COUNTY 217,589 C 3,954.21 286.50 1251 90308-03-08-08590 E/2 W/2 NE NW LESS E165 N264 THEREOF & LESS N50 THEREOF & LESS S25 THEREOF FOR RD SEC 8 20 13 8.620ACS",UNPLATTED,2661 E 54 ST N,CITY OF TULSA,,"375,489",A IMP,"7,542.57",316.50,,180,"PDF page 180, property #1250"
1252,90308-03-08-15090,Unknown,N132 S330 E/2 E/2 SE NW NW LESS E25 & W25 THEREOF FOR ST SEC 8 20 13  .348ACS,UNPLATTED,E 54 ST N,CITY OF TULSA,,"15,180",R,359.29,302.25,,180,"PDF page 180, property #1252"
1227,85110-72-13-13920,Unknown,LT 3 BLK 1,GLENVILLAGE,1023 E 146 ST S,CITY OF GLENPOOL,,"10,345",R IMP,"9,846.69",363.75,,181,"PDF page 181, property #1227"
1228,85175-72-12-57030,Unknown,LT 6 BLK 2,KENDALWOOD III AMD,1277 E 139 ST S,CITY OF GLENPOOL,,"7,260",R HS IMP,"7,004.96",379.50,,181,"PDF page 181, property #1228"
1229,85175-72-12-57920,Unknown,LT 1 BLK 7,KENDALWOOD III AMD,1311 E 139 ST S,CITY OF GLENPOOL,,"8,055",R IMP,"9,482.38",348.00,,181,"PDF page 181, property #1229"
1230,85178-72-12-33260,Unknown,LT 3 BLK 5,KENDALWOOD IV,1042 E 138 ST S,CITY OF GLENPOOL,,"7,792",R IMP,"9,509.28",395.25,,181,"PDF page 181, property #1230"
1231,85240-72-13-61990,Unknown,LT 7 BLK 1,PARK LANE PLACE,14269 S QUINCE ST E,CITY OF GLENPOOL,,"6,921",R IMP,"7,677.90",332.25,,181,"PDF page 181, property #1231"
1232,85315-72-15-46520,Unknown,LT 2 BLK 8 ROLLING MEADOWS II,14623 S VANCOUVER AV,W,CITY OF GLENPOOL,,"7,150",R HS IMP,"5,178.06",316.50,,181,"PDF page 181, property #1232"
1233,85375-72-14-01945,Unknown,W65 LTS 18 19 & 20 BLK 6,STEWART'S PLAT,42 W 142 ST S,CITY OF GLENPOOL,,"4,875",R IMP,"7,175.68",316.50,,181,"PDF page 181, property #1233"
1199,79720-74-11-08250,Unknown,LT 62 BLK 5,INDIAN SPRINGS EST 3RD ADDN,8606 MEADOWOOD CR W,CITY OF BROKEN ARROW,,"18,224",R IMP,"16,659.72",348.00,,182,"PDF page 182, property #1199"
1200,79735-74-10-23100,Unknown,LT 3 BLK 4,INDIAN SPRINGS EST 4TH ADDN,1209 W OCALA ST S,CITY OF BROKEN ARROW,,"11,592",R HS IMP,"9,349.20",348.00,,182,"PDF page 182, property #1200"
1201,79735-74-10-23389,Unknown,PRT LT 32 BEG NEC TH SW168.40 TH ON CRV LF 4.54 NE POB BLK 4,INDIAN SPRINGS EST 4TH ADDN,ADDRESS UNKNOWN,CITY OF BROKEN ARROW,,374,R,14.66,302.25,,182,"PDF page 182, property #1201"
1202,79800-74-11-48870,Unknown,LT 2 BLK 7,INDIAN SPRINGS MANOR EXT,705 E OCALA ST S,CITY OF BROKEN ARROW,,"12,978",R HS IMP,"26,237.94",348.00,,182,"PDF page 182, property #1202"
1203,79810-74-03-50280,Unknown,LT 20 BLK 1,INDIAN SPRINGS PARK ADDN,7702 S GLENWOOD CT W,CITY OF BROKEN ARROW,,"14,608",R HS IMP,"10,861.39",316.50,,182,"PDF page 182, property #1203"
1204,80425-94-35-59940,Unknown,T C M,LYNN LANE VILLAGE,ADDRESS UNKNOWN,CITY OF BROKEN ARROW,,254,R,14.66,286.50,,182,"PDF page 182, property #1204"
1205,80610-84-11-13900,Unknown,LTS 13 14 BLK 8,NORTH SIDE ADDN,802 N CEDAR AV W,CITY OF BROKEN ARROW,,"7,000",R IMP,"1,083.22",332.25,,182,"PDF page 182, property #1205"
1178,77293-83-11-67885,Unknown,RESERVE A SWEETBRIAR SOUTH RESUB B5 6 & 7 RUSTIC,MEADOWS AMD,ADDRESS UNKNOWN,CITY OF TULSA,,"2,564",R,13.99,270.75,,183,"PDF page 183, property #1178"
1179,77670-83-11-52180,Unknown,LT 1 BLK 1,WOOD NICHE,7960 S 78 AV E,CITY OF TULSA,,"130,284",R,13.99,318.00,,183,"PDF page 183, property #1179"
1180,77745-83-12-38720,Unknown,LT 10 BLK 9,WOODLAND HILLS SOUTH,8949 E 74 ST S,CITY OF TULSA,,"9,348",R HS IMP,"13,247.01",379.50,,183,"PDF page 183, property #1180"
1181,77820-93-36-01360,Unknown,LOT-7-BLK-3,WOODLAND VIEW PARK I,5627 S 83 AV E,CITY OF TULSA,,"10,200",R HS IMP,"9,664.36",348.00,,183,"PDF page 183, property #1181"
1182,77835-93-36-35360,Unknown,PRT LT 10 BEG SWC THEREOF TH NE169.82 SE97.93 SW95.59 W126.87 POB BLK 3,WOODLAND VIEW PARK SOUTH,ADDRESS UNKNOWN,CITY OF TULSA,,"13,490",R,"1,869.81",333.75,,183,"PDF page 183, property #1182"
1183,77880-93-36-44170,Unknown,LT 15 BLK 3,WOODLAND VIEW PARK 3RD,5620 S 90 AV E,CITY OF TULSA,,"8,211",R IMP,"10,455.79",316.50,,183,"PDF page 183, property #1183"
1184,77880-93-36-45140,Unknown,LT 3 BLK 6,WOODLAND VIEW PARK 3RD,8942 E 58 ST S,CITY OF TULSA,,"8,840",R HS IMP,"9,694.36",316.50,,183,"PDF page 183, property #1184"
1152,72000-83-28-23620,Unknown,LT 10 BLK 6,SHADY OAKS ESTATES,4248 E 107 ST S,CITY OF TULSA,,"20,437",R IMP,"17,312.93",348.00,,184,"PDF page 184, property #1152"
1153,73050-83-09-23745,Unknown,"UNIT 102 BLDG 100 & 2.039 INT OF COMMON ELEMENTS IN RAINTREE ESTATES I A CONDOMINIUM OF LT 1 BLK 3 & E25 VAC ST BLK 3 SILVER OAKS B1-5 7507 S WINSTON PL E CITY OF TULSA R    HS IMP 3,799.35 332.25 1154 73880-83-17-03880 LT 5 BLK 6",WALNUT CREEK III,8235 S COLLEGE AV E,CITY OF TULSA,,"10,234",R HS IMP,"13,222.01",363.75,,184,"PDF page 184, property #1153"
1155,74005-82-03-37460,Unknown,LT 3 BLK 1,WEST HIGHLANDS II,6619 S 32 AV W,CITY OF TULSA,,"8,750",R IMP,"9,321.60",363.75,,184,"PDF page 184, property #1155"
1156,74035-82-03-02410,Unknown,PRT LT 5 BLK 4 BEG NEC LT5 BLK 4 TH S143.79 W4.89 N TO NL LT 5 BLK 4 ELY5.12 POB WEST HIGHLANDS IV RESUB L20 B1 WEST,HIGHLANDS I,ADDRESS UNKNOWN,CITY OF TULSA,,720,R,14.66,302.25,,184,"PDF page 184, property #1156"
1131,63175-22-23-03800,Unknown,LT 20 BLK 34,SKIATOOK-ORIGINAL TOWN,715 E 5 ST S,CITY OF SKIATOOK,,"1,975",R,7.33,349.50,,185,"PDF page 185, property #1131"
1132,63175-22-23-03950,Unknown,LT 17 BLK 35,SKIATOOK-ORIGINAL TOWN,ADDRESS UNKNOWN,CITY OF SKIATOOK,,"2,375",R,7.33,333.75,,185,"PDF page 185, property #1132"
1133,63325-22-26-02460,Unknown,LT 13 BLK 10,SOUTHSIDE ADDN,ADDRESS UNKNOWN,CITY OF SKIATOOK,,"3,200",R,7.33,270.75,,185,"PDF page 185, property #1133"
1134,63325-22-26-02480,Unknown,LT 16 BLK 10,SOUTHSIDE ADDN,ADDRESS UNKNOWN,CITY OF SKIATOOK,,"3,200",R,7.33,270.75,,185,"PDF page 185, property #1134"
1135,63325-22-26-02490,Unknown,LT 17 BLK 10,SOUTHSIDE ADDN,ADDRESS UNKNOWN,CITY OF SKIATOOK,,"3,200",R,7.33,270.75,,185,"PDF page 185, property #1135"
1136,63550-12-14-01000,Unknown,W/2 E 260 LT 13 LESS S 10 FOR ALY BLK 1,BAILEY ADDN,413 W ADA ST N,CITY OF SPERRY,,"11,700",R IMP,"2,100.38",316.50,,185,"PDF page 185, property #1136"
1137,63700-12-13-00540,Unknown,S/2 LT 3 BLK 2,LAKESIDE ADDN,118 S BRYAN ST E,CITY OF SPERRY,,"7,007",R IMP,"3,711.82",332.25,,185,"PDF page 185, property #1137"
1124,63175-22-23-01680,Unknown,LTS 22 THRU 24  BLK 19,SKIATOOK-ORIGINAL TOWN,620 E 3 ST S,CITY OF SKIATOOK,,"10,500",R IMP,570.60,363.75,,186,"PDF page 186, property #1124"
1125,63175-22-23-01850,Unknown,LTS 5 6  BLK 21,SKIATOOK-ORIGINAL TOWN,412 E ROGERS BV S,CITY OF SKIATOOK,,"7,000",R IMP,"1,891.46",332.25,,186,"PDF page 186, property #1125"
1126,63175-22-23-03020,Unknown,"LTS 8 9 BLK 30 SKIATOOK-ORIGINAL TOWN 610 E 3 ST S CITY OF SKIATOOK 7,000 R IMP 813.91 363.75 1127 63175-22-23-03510 LT 12 BLK 33",SKIATOOK-ORIGINAL TOWN,ADDRESS UNKNOWN,CITY OF SKIATOOK,,"3,500",R,7.33,333.75,,186,"PDF page 186, property #1126"
1128,63175-22-23-03520,Unknown,LT 13 BLK 33,SKIATOOK-ORIGINAL TOWN,ADDRESS UNKNOWN,CITY OF SKIATOOK,,"3,500",R,12.66,270.75,,186,"PDF page 186, property #1128"
1129,63175-22-23-03530,Unknown,LT 14 BLK 33,SKIATOOK-ORIGINAL TOWN,ADDRESS UNKNOWN,CITY OF SKIATOOK,,"3,500",R,12.66,270.75,,186,"PDF page 186, property #1129"
1130,63175-22-23-03620,Unknown,LT 1 BLK 34,SKIATOOK-ORIGINAL TOWN,ADDRESS UNKNOWN,CITY OF SKIATOOK,,"3,500",R,109.98,286.50,,186,"PDF page 186, property #1130"
1117,62975-91-02-05610,Unknown,LT 5 BLK 1,TWIN OAK ESTATES 2ND ADDN,ADDRESS UNKNOWN,CITY OF SAND SPRINGS,,"17,544",R,681.93,286.50,,187,"PDF page 187, property #1117"
1118,63120-91-10-27860,Unknown,LT 8 BLK 1 WELLSTON PARK,200 S WELLSTONPARK,RD W,CITY OF SAND SPRINGS,,"30,000",C IMP,"22,827.25",332.25,,187,"PDF page 187, property #1118"
1119,63120-91-10-27880,Unknown,LT 9 BLK 1,WELLSTON PARK,ADDRESS UNKNOWN,CITY OF SAND SPRINGS,,"30,000",C,"2,933.04",286.50,,187,"PDF page 187, property #1119"
1120,63125-91-11-15420,Unknown,LT 11 BLK 8,WEST-SIDE ADDN,607 N WILSON AV W,CITY OF SAND SPRINGS,,"6,500",R IMP,"4,068.06",316.50,,187,"PDF page 187, property #1120"
1121,63175-22-23-00380,Unknown,LT 9  BLK 7,SKIATOOK-ORIGINAL TOWN,ADDRESS UNKNOWN,CITY OF SKIATOOK,,"3,500",R,12.66,302.25,,187,"PDF page 187, property #1121"
1122,63175-22-23-00390,Unknown,LT 10  BLK 7,SKIATOOK-ORIGINAL TOWN,406 E 1 ST N,CITY OF SKIATOOK,,"3,500",R,174.64,318.00,,187,"PDF page 187, property #1122"
1123,63175-22-23-00430,Unknown,LTS 15 16  BLK 7,SKIATOOK-ORIGINAL TOWN,405 E 2 ST N,CITY OF SKIATOOK,,"7,000",R IMP,721.92,348.00,,187,"PDF page 187, property #1123"
1110,62250-91-22-02240,Unknown,LT 8 BLK 1,RIVER VIEW GARDENS ADDN,313 W 40 PL S,CITY OF SAND SPRINGS,,"11,040",R HS IMP,"5,795.03",332.25,,188,"PDF page 188, property #1110"
1111,62255-91-22-36260,Unknown,RESERVE A,PRATTWOOD ESTATES IV L1-12 B7,ADDRESS UNKNOWN,CITY OF SAND SPRINGS,,804,R,14.66,302.25,,188,"PDF page 188, property #1111"
1112,62256-91-22-66990,Unknown,RESERVE A,PRATTWOOD ESTATES IV L1-25 B8 & L1-4 B9,ADDRESS UNKNOWN,CITY OF SAND SPRINGS,,804,R,7.33,302.25,,188,"PDF page 188, property #1112"
1113,62755-91-27-20520,Unknown,LT 1 BLK 2,STONEY RIDGE,4901 S REDBUD DR W,CITY OF SAND SPRINGS,,"9,000",R IMP,"8,187.24",395.25,,188,"PDF page 188, property #1113"
1114,62800-91-11-13540,Unknown,W75 LTS 15 & 16 & ALL LTS 17 & 18 BLK 5,SUNRISE ADDN,201 N FRANKLIN AV W,CITY OF SAND SPRINGS,,"11,750",C,977.38,286.50,,188,"PDF page 188, property #1114"
1115,62825-91-11-14380,Unknown,LTS 31 32 BLK 15,SUNRISE SECOND ADDN,613 N FRANKLIN AV W,CITY OF SAND SPRINGS,,"6,500",R IMP,"1,960.47",316.50,,188,"PDF page 188, property #1115"
1116,62905-91-22-67550,Unknown,LTS 10 & 11 BLK 2,TIMBERLING HOLLOW,701 W 39 ST S,CITY OF SAND SPRINGS,,"20,342",R HS IMP,"23,360.42",395.25,,188,"PDF page 188, property #1116"
1089,61140-14-20-30360,Unknown,LT 4 BLK 7,LAKERIDGE FIRST ADDN,12306 E 87 ST N,CITY OF OWASSO,,"7,266",R HS IMP,"8,157.51",348.00,,189,"PDF page 189, property #1089"
1090,61262-14-17-17940,Unknown,LOT 1 BLOCK 3,BURBERRY PLACE,10547 N 120 AV E,CITY OF OWASSO,,"9,404",R IMP,"17,265.55",348.00,,189,"PDF page 189, property #1090"
1091,61280-14-05-68940,Unknown,LT 35 BLK 2,BROOKFIELD CROSSING,11526 E 117 ST N,CITY OF OWASSO,,"7,926",R HS IMP,"8,914.22",426.75,,189,"PDF page 189, property #1091"
1092,61285-14-06-63000,Unknown,DET & RESERVE,COUNTRY ESTATES VI,ADDRESS UNKNOWN,CITY OF OWASSO,,"13,430",R,14.66,302.25,,189,"PDF page 189, property #1092"
1093,61320-14-16-12310,Unknown,LT 1 BLK 1,"LANES AT COFFEE CREEK, THE",10301 N OWASSO EXPY,CITY OF OWASSO,,"142,469",C IMP,"186,508.75",363.75,,189,"PDF page 189, property #1093"
1094,61375-14-30-06240,Unknown,LT 11 BLK 1,SMITHVIEW,901 N ELM ST E,CITY OF OWASSO,,"10,008",R IMP,"6,394.30",332.25,,189,"PDF page 189, property #1094"
1095,61400-14-30-07430,Unknown,LT 2 BLK 2,STARLANE,402 N CARLSBAD ST W,CITY OF OWASSO,,"7,320",R IMP,"6,083.84",332.25,,189,"PDF page 189, property #1095"
1069,58034-83-25-44650,Unknown,LT 1 BLK 4,SILVERWOOD,8602 E 110 CT S,CITY OF BIXBY,,"11,632",R IMP,"20,372.62",426.75,,190,"PDF page 190, property #1069"
1070,58035-83-25-34160,Unknown,LT 13 BLK 9,SOUTH COUNTRY ESTATES,10711 S 86 CR E,CITY OF BIXBY,,"14,196",R HS IMP,"17,826.21",363.75,,190,"PDF page 190, property #1070"
1071,58100-73-01-01980,Unknown,W2 LT 12 BLK 7,SOUTHERN MEMORIAL ACRES NO 2 CORR,ADDRESS UNKNOWN,CITY OF BIXBY,,369,R,14.66,302.25,,190,"PDF page 190, property #1071"
